"Chr","Start","End","Conc","Conc_alpha","Conc_beta","Fold","p-value","FDR","Called1","Called2"
"chr17",80123212,80123412,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr19",8880830,8881030,1.4,2.33,0.04,2.29,0.00924,0.073,2,1
"chr19",46969643,46969843,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr2",32175017,32175217,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr2",59248870,59249070,1.4,2.33,0.04,2.29,0.00924,0.073,1,2
"chr2",76564078,76564278,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr2",80388449,80388649,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr2",131422890,131423090,1.4,2.33,0.04,2.29,0.00924,0.073,2,0
"chr2",156839848,156840048,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr3",38461879,38462079,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr3",122789698,122789898,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr5",9801845,9802045,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr5",13987187,13987387,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr5",134102062,134102262,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr5",149353317,149353517,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr6",91059829,91060029,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr6",101198890,101199090,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr7",40065219,40065419,1.4,2.33,0.04,2.29,0.00924,0.073,1,2
"chr7",135768678,135768878,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr7",141467663,141467863,1.4,2.33,0.04,2.29,0.00924,0.073,2,1
"chr7",144550891,144551091,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr8",118367609,118367809,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr9",53673675,53673875,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr9",59692227,59692427,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr9",92207395,92207595,1.4,2.33,0.04,2.29,0.00924,0.073,1,1
"chr9",121495651,121495851,1.4,2.33,0.04,2.29,0.00924,0.073,1,0
"chr13",118339174,118339374,4.76,5.28,4.26,1.02,0.00925,0.0731,2,3
"chr9",21002686,21002886,3.72,4.32,3.1,1.22,0.00925,0.0731,2,3
"chr9",82974193,82974393,4.25,4.81,3.71,1.1,0.00926,0.0732,2,3
"chr7",49975066,49975266,2.92,3.62,2.16,1.46,0.00927,0.0732,2,2
"chr5",36695659,36695859,3.86,4.45,3.26,1.18,0.00929,0.0733,2,3
"chr6",120531283,120531483,3.86,4.45,3.26,1.18,0.00929,0.0733,2,3
"chr7",45124353,45124553,3.99,4.56,3.41,1.15,0.00929,0.0734,2,3
"chr12",85288510,85288710,2.75,3.47,1.92,1.56,0.0093,0.0734,2,3
"chr19",5295434,5295634,2.75,3.47,1.92,1.56,0.0093,0.0734,2,3
"chr5",115326963,115327163,2.75,3.47,1.92,1.56,0.0093,0.0734,2,2
"chr12",68859022,68859222,2.61,1.28,3.1,-1.83,0.00931,0.0735,2,3
"chr16",59846652,59846852,3.31,2.26,3.74,-1.48,0.00932,0.0736,2,3
"chr16",5594866,5595066,3.38,4.02,2.71,1.32,0.00932,0.0736,2,3
"chrX",71555815,71556015,4.78,5.31,4.29,1.02,0.00937,0.0739,2,3
"chr3",103809425,103809625,4.25,4.8,3.71,1.1,0.00937,0.0739,2,3
"chr10",52233516,52233716,4.88,5.39,4.39,1,0.00937,0.074,2,3
"chr14",117086342,117086542,2.41,0.98,2.92,-1.94,0.00938,0.074,1,3
"chr6",62220741,62220941,2.41,0.98,2.92,-1.94,0.00938,0.074,2,3
"chr2",32137953,32138153,3.56,4.18,2.92,1.26,0.00938,0.0741,2,3
"chr4",63171267,63171467,2.92,3.61,2.16,1.45,0.00938,0.0741,1,1
"chr13",24965593,24965793,3.77,4.37,3.16,1.22,0.00941,0.0743,2,3
"chr18",12955656,12955856,2.74,3.47,1.92,1.55,0.00942,0.0743,2,3
"chr7",105481918,105482118,2.74,3.47,1.92,1.55,0.00942,0.0743,2,3
"chr2",20894218,20894418,2.74,3.47,1.92,1.55,0.00942,0.0743,2,3
"chr4",108834468,108834668,2.74,3.47,1.92,1.55,0.00942,0.0743,2,2
"chr8",76899615,76899815,4.14,4.71,3.59,1.12,0.00943,0.0744,2,1
"chr7",24971988,24972188,3.38,4.02,2.71,1.31,0.00944,0.0744,2,3
"chr1",172326261,172326461,3.38,4.02,2.71,1.31,0.00944,0.0744,2,3
"chr12",27062244,27062444,3.38,4.02,2.71,1.31,0.00944,0.0744,2,3
"chr13",102877219,102877419,3.38,4.02,2.71,1.31,0.00944,0.0744,2,2
"chr16",65664841,65665041,2.62,1.31,3.1,-1.8,0.00946,0.0746,1,3
"chr16",91011052,91011252,4.71,5.24,4.21,1.03,0.00947,0.0747,2,3
"chr5",73647584,73647784,3.17,3.83,2.46,1.37,0.00948,0.0747,2,3
"chr6",118197168,118197368,3.17,3.83,2.46,1.37,0.00948,0.0747,2,3
"chr17",36947128,36947328,3.17,3.83,2.46,1.37,0.00948,0.0747,2,2
"chr13",96388136,96388336,4.03,4.6,3.46,1.15,0.00948,0.0747,2,3
"chr18",3280818,3281018,3.56,4.17,2.92,1.26,0.0095,0.0749,2,3
"chrX",70363147,70363347,4.74,5.26,4.24,1.02,0.0095,0.0749,2,3
"chr15",89128410,89128610,2.91,3.6,2.16,1.45,0.0095,0.0749,2,3
"chr3",8964117,8964317,4.14,4.7,3.59,1.12,0.00953,0.0751,2,3
"chr18",80206630,80206830,4.14,4.7,3.59,1.12,0.00953,0.0751,2,3
"chr5",121191271,121191471,2.74,3.46,1.92,1.54,0.00954,0.0752,2,3
"chr6",8347231,8347431,2.74,3.46,1.92,1.54,0.00954,0.0752,2,2
"chr12",108423021,108423221,3.37,4.01,2.71,1.31,0.00956,0.0753,2,3
"chr6",87672166,87672366,4.81,5.33,4.32,1.01,0.00957,0.0754,2,3
"chr17",56304061,56304261,4.25,4.8,3.71,1.09,0.00958,0.0754,2,3
"chr4",106560930,106561130,4.28,4.84,3.74,1.09,0.00959,0.0755,2,3
"chr7",35754320,35754520,4.32,4.87,3.78,1.09,0.00959,0.0755,2,3
"chr2",106003207,106003407,4.32,4.87,3.78,1.09,0.00959,0.0755,2,3
"chr14",47983409,47983609,3.16,3.83,2.46,1.37,0.0096,0.0756,2,3
"chr3",146570318,146570518,3.16,3.83,2.46,1.37,0.0096,0.0756,2,2
"chr17",80224344,80224544,3.55,4.17,2.92,1.25,0.00962,0.0757,2,3
"chr13",59832535,59832735,3.55,4.17,2.92,1.25,0.00962,0.0757,2,3
"chr13",101753786,101753986,3.9,4.49,3.32,1.17,0.00963,0.0758,2,3
"chr18",82855611,82855811,3.45,4.08,2.78,1.3,0.00964,0.0759,2,3
"chr15",8629277,8629477,2.73,3.45,1.92,1.54,0.00966,0.076,2,1
"chr10",39624934,39625134,2.73,3.45,1.92,1.54,0.00966,0.076,2,2
"chr6",64250609,64250809,3.19,2.08,3.63,-1.54,0.00967,0.0761,2,3
"chr14",80830552,80830752,4.6,3.83,4.95,-1.12,0.00967,0.0761,2,3
"chr18",56549054,56549254,2.27,3.08,1.26,1.82,0.00968,0.0761,2,2
"chr1",127868725,127868925,4.18,4.74,3.63,1.11,0.00968,0.0761,2,3
"chr7",16816327,16816527,3.37,4.01,2.71,1.3,0.00968,0.0762,2,3
"chr11",29172054,29172254,4.32,4.87,3.78,1.09,0.0097,0.0763,2,2
"chr17",56206559,56206759,4.22,4.78,3.67,1.11,0.0097,0.0763,2,3
"chr12",18514327,18514527,3.9,3,4.29,-1.29,0.00971,0.0764,2,3
"chr2",118814062,118814262,3.16,3.82,2.46,1.36,0.00972,0.0764,2,3
"chr18",65427490,65427854,2.52,3.28,1.63,1.66,0.00972,0.0764,2,1
"chr6",86195145,86195345,2.52,3.28,1.63,1.66,0.00972,0.0764,2,2
"chr15",69413784,69413984,3.95,4.53,3.36,1.17,0.00973,0.0765,2,3
"chr4",55514857,55515057,3.55,4.17,2.92,1.25,0.00974,0.0766,2,3
"chr1",133265426,133265626,3.55,4.17,2.92,1.25,0.00974,0.0766,2,3
"chr5",33782690,33782890,3.85,4.44,3.26,1.17,0.00974,0.0766,2,3
"chr12",5375711,5375911,4.44,4.98,3.92,1.07,0.00977,0.0768,2,3
"chr15",54534236,54534436,2.73,3.45,1.92,1.53,0.00979,0.0769,2,2
"chr2",60221327,60221527,2.73,3.45,1.92,1.53,0.00979,0.0769,2,3
"chr12",81532754,81532954,2.73,3.45,1.92,1.53,0.00979,0.0769,2,2
"chr16",27388872,27389072,4.85,5.37,4.36,1,0.00979,0.0769,2,3
"chr16",90810381,90810581,4.85,5.37,4.36,1,0.00979,0.0769,2,3
"chr12",4907343,4907543,4.41,4.95,3.88,1.07,0.00979,0.077,2,3
"chr3",88685647,88685847,4.02,4.59,3.46,1.14,0.00981,0.0771,2,3
"chr11",100527899,100528099,4.02,4.59,3.46,1.14,0.00981,0.0771,2,3
"chr15",91337262,91337462,1.92,2.79,0.78,2.01,0.00982,0.0771,2,1
"chr9",29181765,29181965,1.92,2.79,0.78,2.01,0.00982,0.0771,2,2
"chr9",35199848,35200048,4.61,5.13,4.1,1.03,0.00983,0.0772,2,3
"chr14",48120925,48121125,3.16,3.81,2.46,1.36,0.00984,0.0773,2,3
"chr19",3389106,3389306,3.16,3.81,2.46,1.36,0.00984,0.0773,2,3
"chr10",93899366,93899566,2.52,3.28,1.63,1.65,0.00984,0.0773,2,2
"chr6",72473712,72473912,3.9,3.01,4.29,-1.28,0.00988,0.0775,2,3
"chr2",105016962,105017162,4.73,5.25,4.24,1.02,0.00988,0.0776,2,3
"chr1",40681215,40681415,3.44,4.07,2.78,1.3,0.00989,0.0776,2,3
"chr4",40970847,40971047,4.41,4.95,3.88,1.06,0.0099,0.0777,2,3
"chr13",12460521,12460721,2.72,3.44,1.92,1.52,0.00991,0.0778,1,1
"chr17",27655464,27655664,2.72,3.44,1.92,1.52,0.00991,0.0778,2,3
"chr5",65019928,65020128,3.01,3.7,2.26,1.43,0.00991,0.0778,2,3
"chr14",34769044,34769244,1.92,2.78,0.78,2,0.00994,0.078,1,1
"chr19",55219407,55219607,1.92,2.78,0.78,2,0.00994,0.078,2,1
"chr10",119803866,119804066,1.92,2.78,0.78,2,0.00994,0.078,2,2
"chr7",19302117,19302317,2.51,3.27,1.63,1.64,0.00997,0.0782,1,1
"chr2",32395958,32396158,2.51,3.27,1.63,1.64,0.00997,0.0782,2,3
"chr13",75427050,75427250,2.51,3.27,1.63,1.64,0.00997,0.0782,2,3
"chr6",40429655,40429855,4.13,4.69,3.59,1.11,0.00997,0.0782,2,3
"chrX",51018712,51018912,4.13,4.69,3.59,1.11,0.00997,0.0782,2,3
"chr3",105704575,105704775,4.44,4.98,3.92,1.06,0.00998,0.0783,2,3
"chr13",67360427,67360627,3.76,4.36,3.16,1.2,0.01,0.0784,2,3
"chr7",73595269,73595469,4.76,5.28,4.26,1.01,0.01,0.0784,2,3
"chr18",79020424,79020624,3.44,4.07,2.78,1.29,0.01,0.0785,2,3
"chr6",121130180,121130380,3.44,4.07,2.78,1.29,0.01,0.0785,2,3
"chr7",25316653,25316853,4.6,5.13,4.1,1.03,0.01,0.0786,2,3
"chr19",5490336,5490536,3.01,3.69,2.26,1.43,0.01,0.0787,2,3
"chr9",73044678,73044878,3.01,3.69,2.26,1.43,0.01,0.0787,2,2
"chr14",13901777,13901977,2.25,3.06,1.26,1.79,0.01,0.0787,2,2
"chr4",24659335,24659535,4.47,5.01,3.95,1.06,0.01,0.0788,2,3
"chr14",46408462,46408662,1.91,2.77,0.78,1.99,0.0101,0.0788,2,2
"chr3",121646791,121646991,1.91,2.77,0.78,1.99,0.0101,0.0788,2,2
"chr4",96568101,96568301,1.91,2.77,0.78,1.99,0.0101,0.0788,2,3
"chr13",71579539,71579739,1.91,2.77,0.78,1.99,0.0101,0.0788,2,1
"chr2",181187057,181187257,1.91,2.77,0.78,1.99,0.0101,0.0788,2,2
"chr4",142081516,142081716,1.91,2.77,0.78,1.99,0.0101,0.0788,1,0
"chr6",93066274,93066474,1.91,2.77,0.78,1.99,0.0101,0.0788,2,2
"chr6",99800373,99800573,1.91,2.77,0.78,1.99,0.0101,0.0788,2,2
"chr7",18925933,18926133,1.91,2.77,0.78,1.99,0.0101,0.0788,1,0
"chr8",62951315,62951515,1.91,2.77,0.78,1.99,0.0101,0.0788,2,2
"chr6",40325446,40325646,3.24,3.9,2.54,1.35,0.0101,0.0788,2,2
"chr7",66010668,66010868,3.24,3.9,2.54,1.35,0.0101,0.0788,2,3
"chr13",28953362,28953562,3.24,3.9,2.54,1.35,0.0101,0.0788,2,1
"chr4",86725349,86725549,3.94,4.52,3.36,1.16,0.0101,0.0789,2,3
"chr11",94990923,94991123,2.51,3.26,1.63,1.63,0.0101,0.079,2,1
"chr11",103953964,103954164,2.51,3.26,1.63,1.63,0.0101,0.079,2,2
"chr15",76925439,76925639,2.51,3.26,1.63,1.63,0.0101,0.079,2,1
"chr6",5403346,5403546,2.51,3.26,1.63,1.63,0.0101,0.079,2,2
"chr2",150668001,150668201,2.51,3.26,1.63,1.63,0.0101,0.079,2,3
"chr16",85677066,85677266,2.51,3.26,1.63,1.63,0.0101,0.079,2,0
"chr4",20008334,20008534,2.51,3.26,1.63,1.63,0.0101,0.079,2,3
"chr3",61002592,61002792,5.12,4.42,5.45,-1.02,0.0101,0.0793,2,3
"chr5",114444063,114444263,4.6,5.13,4.1,1.03,0.0101,0.0793,2,3
"chr8",120537276,120537476,3.44,4.07,2.78,1.29,0.0101,0.0793,2,1
"chr13",28416262,28416462,3.44,4.07,2.78,1.29,0.0101,0.0793,2,3
"chr10",42276659,42276859,4.21,4.77,3.67,1.1,0.0101,0.0794,2,3
"chr6",116673648,116673848,3.81,4.4,3.21,1.19,0.0101,0.0794,2,3
"chr5",71657885,71658085,4.58,5.11,4.07,1.04,0.0102,0.0795,2,3
"chr5",31697992,31698192,2.71,3.43,1.92,1.51,0.0102,0.0795,2,2
"chr2",181693790,181693990,2.25,3.05,1.26,1.78,0.0102,0.0795,2,3
"chr13",10710790,10710990,2.25,3.05,1.26,1.78,0.0102,0.0795,2,2
"chr17",67698397,67698597,2.25,3.05,1.26,1.78,0.0102,0.0795,2,1
"chr1",127496844,127497044,1.9,2.76,0.78,1.98,0.0102,0.0795,1,0
"chr15",72809145,72809345,1.9,2.76,0.78,1.98,0.0102,0.0795,1,0
"chr2",130291541,130291741,1.9,2.76,0.78,1.98,0.0102,0.0795,2,1
"chr3",30013139,30013339,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr1",12718225,12718425,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr1",83407172,83407372,1.9,2.76,0.78,1.98,0.0102,0.0795,2,1
"chr1",176754422,176754622,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr11",25100082,25100282,1.9,2.76,0.78,1.98,0.0102,0.0795,2,1
"chr11",37236387,37236587,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr16",46463162,46463362,1.9,2.76,0.78,1.98,0.0102,0.0795,2,3
"chr3",86999122,86999322,1.9,2.76,0.78,1.98,0.0102,0.0795,2,1
"chr3",99264811,99265011,1.9,2.76,0.78,1.98,0.0102,0.0795,2,1
"chr3",104360409,104360609,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr4",86436403,86436603,1.9,2.76,0.78,1.98,0.0102,0.0795,2,1
"chr5",12937112,12937312,1.9,2.76,0.78,1.98,0.0102,0.0795,2,3
"chr6",56652379,56652579,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr8",6775866,6776066,1.9,2.76,0.78,1.98,0.0102,0.0795,2,2
"chr17",56036549,56036749,4.78,5.3,4.29,1.01,0.0102,0.0798,2,3
"chr9",82975414,82975614,4.06,4.63,3.5,1.13,0.0102,0.0799,2,3
"chr1",66468073,66468273,4.06,4.63,3.5,1.13,0.0102,0.0799,2,3
"chr2",9332096,9332296,2.5,3.25,1.63,1.63,0.0102,0.0799,2,2
"chr2",107063198,107063398,2.5,3.25,1.63,1.63,0.0102,0.0799,2,3
"chr15",27595563,27595763,2.5,3.25,1.63,1.63,0.0102,0.0799,2,2
"chr17",29347791,29347991,3.6,4.21,2.98,1.23,0.0102,0.0799,2,3
"chr10",128303185,128303385,4.21,4.76,3.67,1.1,0.0102,0.0801,2,3
"chr5",148552501,148552701,4.25,4.8,3.71,1.1,0.0103,0.0801,2,2
"chr11",35838430,35838630,3.81,4.4,3.21,1.19,0.0103,0.0802,2,3
"chr10",80167633,80167833,4.73,5.25,4.24,1.01,0.0103,0.0802,2,3
"chr8",86651532,86651732,2.24,3.04,1.26,1.77,0.0103,0.0803,2,2
"chrX",139052113,139052313,2.24,3.04,1.26,1.77,0.0103,0.0803,2,3
"chr10",27133225,27133425,2.24,3.04,1.26,1.77,0.0103,0.0803,2,2
"chr16",87128341,87128541,2.24,3.04,1.26,1.77,0.0103,0.0803,2,2
"chr4",58981725,58981925,2.24,3.04,1.26,1.77,0.0103,0.0803,2,2
"chr5",64160891,64161091,2.24,3.04,1.26,1.77,0.0103,0.0803,1,0
"chr1",180945758,180945958,1.89,2.75,0.78,1.97,0.0103,0.0803,2,1
"chr10",21160899,21161099,1.89,2.75,0.78,1.97,0.0103,0.0803,2,1
"chr13",9380905,9381105,1.89,2.75,0.78,1.97,0.0103,0.0803,2,1
"chr19",5731700,5731900,1.89,2.75,0.78,1.97,0.0103,0.0803,2,1
"chr2",38931962,38932162,1.89,2.75,0.78,1.97,0.0103,0.0803,2,1
"chr3",88043032,88043232,1.89,2.75,0.78,1.97,0.0103,0.0803,2,2
"chr4",100263929,100264129,1.89,2.75,0.78,1.97,0.0103,0.0803,2,2
"chrX",135795647,135795847,1.89,2.75,0.78,1.97,0.0103,0.0803,2,3
"chr1",126931854,126932054,1.89,2.75,0.78,1.97,0.0103,0.0803,2,2
"chr10",116874467,116874667,1.89,2.75,0.78,1.97,0.0103,0.0803,2,2
"chr5",50027790,50027990,1.89,2.75,0.78,1.97,0.0103,0.0803,2,2
"chr7",19239463,19239663,1.89,2.75,0.78,1.97,0.0103,0.0803,2,1
"chr11",69681872,69682072,3,3.68,2.26,1.41,0.0103,0.0803,2,3
"chr5",118037901,118038101,3,3.68,2.26,1.41,0.0103,0.0803,2,3
"chr11",8970611,8970811,3.36,3.99,2.71,1.28,0.0103,0.0803,2,3
"chr18",16780636,16780836,3.39,2.36,3.81,-1.45,0.0103,0.0804,2,3
"chr8",35206340,35206540,3.66,4.27,3.04,1.23,0.0103,0.0804,2,3
"chr13",93771985,93772185,4.34,4.89,3.81,1.07,0.0103,0.0806,2,3
"chr7",34123403,34123603,3.2,2.15,3.63,-1.48,0.0103,0.0806,2,3
"chr14",45325617,45325817,3.2,2.15,3.63,-1.48,0.0103,0.0806,0,2
"chr11",6625930,6626130,4.17,4.72,3.63,1.1,0.0103,0.0806,2,3
"chr3",152689339,152689539,2.5,3.25,1.63,1.62,0.0103,0.0806,2,2
"chr8",93889176,93889376,2.5,3.25,1.63,1.62,0.0103,0.0806,2,2
"chr10",102777616,102777816,2.5,3.25,1.63,1.62,0.0103,0.0806,2,2
"chr10",103693195,103693395,2.5,3.25,1.63,1.62,0.0103,0.0806,2,3
"chr14",76599026,76599226,2.5,3.25,1.63,1.62,0.0103,0.0806,2,2
"chr15",34331052,34331252,2.5,3.25,1.63,1.62,0.0103,0.0806,2,3
"chr15",54571904,54572104,2.5,3.25,1.63,1.62,0.0103,0.0806,2,0
"chr3",134302697,134302897,2.5,3.25,1.63,1.62,0.0103,0.0806,2,3
"chr9",51008346,51008546,2.5,3.25,1.63,1.62,0.0103,0.0806,1,0
"chr5",122850000,122850200,3.6,4.21,2.98,1.23,0.0103,0.0806,2,3
"chr4",72592543,72592743,3.05,1.92,3.5,-1.58,0.0104,0.0808,2,3
"chr19",6306454,6306654,3.43,4.06,2.78,1.28,0.0104,0.0809,2,3
"chr6",23597213,23597413,3.43,4.06,2.78,1.28,0.0104,0.0809,2,3
"chr1",42696653,42696853,1.88,2.74,0.78,1.96,0.0104,0.081,2,1
"chr10",126809829,126810029,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr14",54381880,54382080,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr16",4719209,4719409,1.88,2.74,0.78,1.96,0.0104,0.081,2,3
"chr18",33842819,33843019,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr18",61534609,61534809,1.88,2.74,0.78,1.96,0.0104,0.081,1,0
"chr3",136833968,136834168,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr6",58933300,58933500,1.88,2.74,0.78,1.96,0.0104,0.081,2,1
"chr7",130692584,130692784,1.88,2.74,0.78,1.96,0.0104,0.081,2,1
"chr9",56118636,56118836,1.88,2.74,0.78,1.96,0.0104,0.081,2,1
"chrX",6109450,6109650,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr10",110273771,110273971,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr11",8302888,8303088,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr16",18617714,18617914,1.88,2.74,0.78,1.96,0.0104,0.081,2,3
"chr3",101655830,101656030,1.88,2.74,0.78,1.96,0.0104,0.081,2,3
"chr6",83840161,83840361,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chrX",152690948,152691148,1.88,2.74,0.78,1.96,0.0104,0.081,2,2
"chr1",146495029,146495229,2.24,3.03,1.26,1.77,0.0104,0.081,2,2
"chr12",56058538,56058738,2.24,3.03,1.26,1.77,0.0104,0.081,2,3
"chr12",102008184,102008384,2.24,3.03,1.26,1.77,0.0104,0.081,2,3
"chr16",43966140,43966340,2.24,3.03,1.26,1.77,0.0104,0.081,2,3
"chr17",70852877,70853077,2.24,3.03,1.26,1.77,0.0104,0.081,2,2
"chr19",53016126,53016326,2.24,3.03,1.26,1.77,0.0104,0.081,2,2
"chr7",110087995,110088195,2.71,3.41,1.92,1.49,0.0104,0.0811,2,3
"chrX",74296940,74297140,4.55,5.08,4.04,1.03,0.0104,0.0811,2,3
"chr3",138771649,138771849,3,3.67,2.26,1.41,0.0104,0.0811,2,2
"chr7",95005496,95005696,3,3.67,2.26,1.41,0.0104,0.0811,2,3
"chr8",126971017,126971217,3.35,3.98,2.71,1.28,0.0104,0.0811,2,3
"chr7",55911236,55911436,2.49,3.24,1.63,1.61,0.0105,0.0815,2,2
"chr2",78572564,78572764,2.49,3.24,1.63,1.61,0.0105,0.0815,2,2
"chr17",25844454,25844654,2.49,3.24,1.63,1.61,0.0105,0.0815,2,3
"chr2",151842828,151843028,2.49,3.24,1.63,1.61,0.0105,0.0815,2,2
"chr2",45110088,45110288,2.49,3.24,1.63,1.61,0.0105,0.0815,2,3
"chr18",57387227,57387427,4.21,4.76,3.67,1.09,0.0105,0.0815,2,3
"chr6",70773906,70774106,3.75,4.34,3.16,1.18,0.0105,0.0815,2,3
"chr3",35932618,35932818,4.1,4.66,3.54,1.12,0.0105,0.0816,2,3
"chr15",55557288,55557488,3.98,4.56,3.41,1.15,0.0105,0.0816,2,3
"chr6",71543892,71544092,3.43,4.05,2.78,1.27,0.0105,0.0817,2,3
"chr2",9879636,9879836,3.43,4.05,2.78,1.27,0.0105,0.0817,2,3
"chr4",82634445,82634645,3.68,2.75,4.07,-1.33,0.0105,0.0817,2,3
"chr2",65022847,65023047,4.55,5.07,4.04,1.03,0.0105,0.0818,2,3
"chr10",45048231,45048431,1.88,2.72,0.78,1.94,0.0105,0.0818,1,1
"chr13",64205291,64205491,1.88,2.72,0.78,1.94,0.0105,0.0818,2,2
"chr16",87441230,87441430,1.88,2.72,0.78,1.94,0.0105,0.0818,1,1
"chr3",146657506,146657706,1.88,2.72,0.78,1.94,0.0105,0.0818,2,3
"chr5",53727686,53727886,1.88,2.72,0.78,1.94,0.0105,0.0818,2,1
"chrX",153050596,153050796,1.88,2.72,0.78,1.94,0.0105,0.0818,2,2
"chr13",13776184,13776384,1.88,2.72,0.78,1.94,0.0105,0.0818,2,2
"chr14",19706552,19706752,1.88,2.72,0.78,1.94,0.0105,0.0818,2,1
"chr16",92698733,92698933,1.88,2.72,0.78,1.94,0.0105,0.0818,2,2
"chr17",36942530,36942730,1.88,2.72,0.78,1.94,0.0105,0.0818,1,1
"chr2",49495638,49495838,1.88,2.72,0.78,1.94,0.0105,0.0818,2,2
"chr2",77216691,77216891,1.88,2.72,0.78,1.94,0.0105,0.0818,2,1
"chr5",30949792,30949992,1.88,2.72,0.78,1.94,0.0105,0.0818,2,2
"chr6",113195252,113195452,1.88,2.72,0.78,1.94,0.0105,0.0818,1,2
"chr8",83200651,83200851,1.88,2.72,0.78,1.94,0.0105,0.0818,2,0
"chr10",117571425,117571625,2.23,3.02,1.26,1.76,0.0105,0.0818,2,3
"chr7",99510157,99510357,2.23,3.02,1.26,1.76,0.0105,0.0818,2,2
"chr8",64542600,64542800,2.23,3.02,1.26,1.76,0.0105,0.0818,2,2
"chr9",59271776,59271976,2.23,3.02,1.26,1.76,0.0105,0.0818,2,3
"chr9",92961534,92961734,2.23,3.02,1.26,1.76,0.0105,0.0818,2,3
"chr13",113035031,113035231,2.23,3.02,1.26,1.76,0.0105,0.0818,2,2
"chr4",47603891,47604091,2.23,3.02,1.26,1.76,0.0105,0.0818,2,3
"chr10",86685543,86685743,2.23,3.02,1.26,1.76,0.0105,0.0818,2,3
"chr13",55100188,55100388,2.23,3.02,1.26,1.76,0.0105,0.0818,2,2
"chr2",31259010,31259210,2.23,3.02,1.26,1.76,0.0105,0.0818,2,1
"chr7",78814856,78815056,2.23,3.02,1.26,1.76,0.0105,0.0818,2,1
"chr9",15015687,15015887,2.23,3.02,1.26,1.76,0.0105,0.0818,2,1
"chr13",67173126,67173326,3.66,4.26,3.04,1.22,0.0106,0.0819,2,3
"chr6",46961335,46961535,2.99,3.67,2.26,1.4,0.0106,0.0819,2,3
"chr1",88205644,88205844,2.99,3.67,2.26,1.4,0.0106,0.0819,2,2
"chr11",75588004,75588204,2.99,3.67,2.26,1.4,0.0106,0.0819,2,3
"chr11",68556015,68556215,2.99,3.67,2.26,1.4,0.0106,0.0819,2,3
"chr4",43578569,43578769,4.27,4.81,3.74,1.07,0.0106,0.082,2,3
"chr2",152396371,152396571,3.23,3.88,2.54,1.33,0.0106,0.082,2,1
"chr5",32314729,32314929,3.23,3.88,2.54,1.33,0.0106,0.082,2,3
"chr9",83727582,83727782,3.23,3.88,2.54,1.33,0.0106,0.082,2,3
"chr2",32535219,32535419,4.2,4.76,3.67,1.09,0.0106,0.0821,2,3
"chr1",20470894,20471094,3.6,4.2,2.98,1.22,0.0106,0.0822,2,3
"chr14",84444296,84444496,3.6,4.2,2.98,1.22,0.0106,0.0822,2,2
"chr4",155831456,155831656,2.49,3.23,1.63,1.6,0.0106,0.0822,2,3
"chr8",95149579,95149779,2.49,3.23,1.63,1.6,0.0106,0.0822,2,2
"chr11",24249356,24249556,2.49,3.23,1.63,1.6,0.0106,0.0822,2,2
"chr3",87635577,87635777,2.49,3.23,1.63,1.6,0.0106,0.0822,2,3
"chr17",25985685,25985885,3.75,4.34,3.16,1.18,0.0106,0.0822,2,3
"chr13",23746443,23746643,3.75,4.34,3.16,1.18,0.0106,0.0822,2,3
"chr19",23135880,23136080,4.1,4.66,3.54,1.11,0.0106,0.0822,2,3
"chr2",151542392,151542592,4.6,5.13,4.1,1.03,0.0106,0.0823,2,3
